date,n1,n2,n3,n4,n5
2018/2/27,14,17,12,9,32
2018/2/28,2,36,14,31,25
2018/3/1,20,8,4,31,39
2018/3/2,25,27,10,37,22
2018/3/3,14,16,5,36,27
2018/3/5,15,35,27,30,24
2018/3/6,27,14,11,24,32
2018/3/7,32,1,15,8,39
2018/3/8,29,38,10,15,24
2018/3/9,25,29,1,18,13
2018/3/10,27,14,11,6,7
2018/3/12,8,1,35,33,2
2018/3/13,4,9,36,6,33
2018/3/14,21,31,2,25,30
2018/3/15,22,4,30,2,32
2018/3/16,2,28,16,37,15
2018/3/17,14,8,36,26,39
2018/3/19,7,16,19,37,36
2018/3/20,7,8,32,25,29
2018/3/21,5,36,8,22,26
2018/3/22,11,6,31,36,4
2018/3/23,33,38,6,21,34
2018/3/24,23,24,14,17,2
2018/3/26,7,23,39,32,2
2018/3/27,35,38,6,1,14
2018/3/28,36,25,15,23,30
2018/3/29,31,23,13,28,19
2018/3/30,14,9,21,33,32
2018/3/31,4,27,9,28,19
2018/4/2,8,32,18,14,23
2018/4/3,10,21,8,32,6
2018/4/4,7,26,23,38,20
2018/4/5,12,27,37,16,31
2018/4/6,15,21,38,1,35
2018/4/7,10,6,7,5,20
2018/4/9,32,34,12,36,27
2018/4/10,25,32,7,13,28
2018/4/11,27,16,29,8,30
2018/4/12,20,14,10,23,3
2018/4/13,39,8,2,22,27
2018/4/14,9,22,32,34,39
2018/4/16,21,5,7,8,22
2018/4/17,30,1,13,32,7
2018/4/18,30,16,39,29,12
2018/4/19,1,6,18,39,21
2018/4/20,39,12,23,24,25
2018/4/21,12,15,4,13,37
2018/4/23,4,36,16,38,10
2018/4/24,11,3,5,18,19
2018/4/25,15,7,4,26,10
2018/4/26,3,39,6,4,36
2018/4/27,31,10,17,37,29
2018/4/28,5,22,1,28,13
2018/4/30,32,1,21,26,15
2018/5/1,36,35,38,2,15
2018/5/2,5,19,27,35,38
2018/5/3,12,25,19,28,33
2018/5/4,4,24,2,39,3
2018/5/5,8,15,20,21,35
2018/5/7,16,2,37,18,7
2018/5/8,34,26,32,11,39
2018/5/9,2,14,19,20,29
2018/5/10,16,20,25,3,19
2018/5/11,4,31,32,22,25
2018/5/12,26,13,34,38,33
2018/5/14,33,12,20,23,39
2018/5/15,4,18,24,31,6
2018/5/16,30,17,15,27,28
2018/5/17,28,24,5,15,35
2018/5/18,9,16,35,12,29
2018/5/19,17,34,24,36,25
2018/5/21,20,29,30,21,23
2018/5/22,31,5,29,18,8
2018/5/23,14,30,8,24,35
2018/5/24,19,21,3,8,16
2018/5/25,3,23,13,4,30
2018/5/26,33,16,5,24,23
2018/5/28,3,7,16,37,5
2018/5/29,30,27,20,25,15
2018/5/30,16,34,25,29,5
2018/5/31,24,39,19,15,25
2018/6/1,21,38,16,11,34
2018/6/2,24,10,9,34,38
2018/6/4,31,23,37,6,18
2018/6/5,24,10,2,23,15
2018/6/6,22,4,34,30,15
2018/6/7,11,14,2,5,22
2018/6/8,31,36,22,26,20
2018/6/9,5,16,33,30,18
2018/6/11,20,36,37,1,10
2018/6/12,31,23,18,36,21
2018/6/13,2,5,26,19,22
2018/6/14,17,29,1,27,14
2018/6/15,16,10,9,27,37
2018/6/16,31,19,34,20,26
2018/6/18,36,4,33,16,8
2018/6/19,4,28,12,10,30
2018/6/20,33,28,16,31,1
2018/6/21,13,26,24,37,10
2018/6/22,13,14,17,9,20
2018/6/23,37,6,29,19,20
2018/6/25,30,38,37,6,22
2018/6/26,4,19,30,3,25
2018/6/27,8,16,21,17,37
2018/6/28,24,17,12,37,25
2018/6/29,5,7,34,25,36
2018/6/30,33,38,39,36,12
2018/7/2,16,21,34,11,24
2018/7/3,20,37,9,19,16
2018/7/4,19,21,34,23,22
2018/7/5,8,33,27,18,14
2018/7/6,20,25,17,13,16
2018/7/7,6,29,12,34,11
2018/7/9,18,23,22,15,17
2018/7/10,4,10,20,7,9
2018/7/11,12,10,20,14,4
2018/7/12,2,35,12,38,29
2018/7/13,16,12,32,19,24
2018/7/14,33,28,11,37,17
2018/7/16,9,34,13,32,30
2018/7/17,27,32,31,22,20
2018/7/18,8,23,5,15,19
2018/7/19,22,32,15,26,33
2018/7/20,31,26,8,5,12
2018/7/21,3,2,18,8,34
2018/7/23,1,34,33,18,7
2018/7/24,3,23,2,25,35
2018/7/25,11,8,24,30,12
2018/7/26,5,28,1,38,16
2018/7/27,26,7,33,39,15
2018/7/28,12,10,28,23,37
2018/7/30,4,14,28,27,18
2018/7/31,35,37,21,5,18
2018/8/1,5,18,29,17,26
2018/8/2,26,36,37,18,29
2018/8/3,15,37,7,9,5
2018/8/4,35,1,31,38,32
2018/8/6,34,14,13,37,16
2018/8/7,12,28,31,2,23
2018/8/8,10,33,2,27,23
2018/8/9,23,17,10,21,9
2018/8/10,7,27,19,8,6
2018/8/11,11,22,24,34,14
2018/8/13,32,5,12,25,28
2018/8/14,13,26,37,17,23
2018/8/15,39,7,16,17,14
2018/8/16,8,9,23,3,22
2018/8/17,7,3,22,13,21
2018/8/18,26,14,22,16,20
2018/8/20,10,3,15,28,22
2018/8/21,9,20,34,14,38
2018/8/22,1,36,12,31,32
2018/8/23,4,8,11,36,38
2018/8/24,29,21,15,17,27
2018/8/25,15,29,13,36,12
2018/8/27,6,15,29,21,26
2018/8/28,3,33,11,36,26
2018/8/29,34,5,38,16,15
2018/8/30,36,13,21,24,1
2018/8/31,18,2,4,6,14
2018/9/1,4,34,20,26,10
2018/9/3,36,8,35,33,28
2018/9/4,7,28,38,13,17
2018/9/5,5,31,39,1,37
2018/9/6,2,25,10,11,37
2018/9/7,23,32,19,31,27
2018/9/8,31,21,25,19,2
2018/9/10,2,21,25,37,24
2018/9/11,28,29,20,13,37
2018/9/12,4,38,28,33,15
2018/9/13,25,21,1,9,35
2018/9/14,3,12,2,39,20
2018/9/15,22,5,24,20,27
2018/9/17,22,8,23,11,26
2018/9/18,9,15,7,24,25
2018/9/19,24,32,26,1,4
2018/9/20,39,28,14,31,24
2018/9/21,34,2,12,1,27
2018/9/22,4,25,31,9,34
2018/9/24,28,21,9,22,38
2018/9/25,20,7,5,38,39
2018/9/26,2,32,26,34,38
2018/9/27,27,23,16,19,14
2018/9/28,25,19,24,11,21
2018/9/29,28,25,12,37,9
2018/10/1,23,4,25,11,36
2018/10/2,34,27,9,21,33
2018/10/3,3,15,30,38,26
2018/10/4,30,17,28,14,23
2018/10/5,28,20,15,29,18
2018/10/6,28,13,7,1,8
2018/10/8,7,25,32,29,36
2018/10/9,4,9,14,15,21
2018/10/10,9,22,2,37,14
2018/10/11,27,32,16,14,35
2018/10/12,26,25,35,24,38
2018/10/13,22,11,36,16,27
2018/10/15,39,38,34,19,28
2018/10/16,5,1,39,19,29
2018/10/17,37,39,23,30,1
2018/10/18,1,13,34,7,5
2018/10/19,6,26,25,2,14
2018/10/20,36,30,18,6,37
2018/10/22,24,21,28,8,17
2018/10/23,18,35,1,3,22
2018/10/24,6,29,39,32,31
2018/10/25,19,27,8,36,15
2018/10/26,21,22,36,38,7
2018/10/27,32,19,6,18,31
2018/10/29,34,38,20,17,14
2018/10/30,12,35,20,25,6
2018/10/31,15,12,25,28,13
2018/11/1,26,28,37,31,14
2018/11/2,34,26,1,25,23
2018/11/3,12,19,32,24,10
2018/11/5,1,26,37,17,33
2018/11/6,30,21,5,18,31
2018/11/7,31,19,13,6,10
2018/11/8,35,16,7,4,31
2018/11/9,10,30,35,33,27
2018/11/10,4,18,32,38,9
2018/11/12,6,3,18,25,38
2018/11/13,37,6,11,25,12
2018/11/14,16,29,35,25,32
2018/11/15,18,22,14,4,10
2018/11/16,33,1,38,17,13
2018/11/17,13,2,14,4,16
2018/11/19,10,36,8,2,19
2018/11/20,31,30,28,15,27
2018/11/21,27,31,19,24,39
2018/11/22,13,25,6,8,2
2018/11/23,33,17,18,8,34
2018/11/24,2,1,7,39,31
2018/11/26,13,19,35,17,4
2018/11/27,36,16,25,8,33
2018/11/28,23,37,6,4,20
2018/11/29,5,29,12,3,26
2018/11/30,39,37,4,7,12
2018/12/1,14,12,4,8,1
2018/12/3,12,18,29,28,19
2018/12/4,25,39,14,33,2
2018/12/5,16,10,31,17,4
2018/12/6,18,22,38,24,9
2018/12/7,32,15,12,29,14
2018/12/8,2,23,22,38,27
2018/12/10,9,20,31,34,16
2018/12/11,34,3,22,29,5
2018/12/12,14,12,25,22,21
2018/12/13,27,35,2,17,15
2018/12/14,36,19,33,27,35
2018/12/15,26,38,24,12,1
2018/12/17,4,7,36,5,25
2018/12/18,23,18,16,34,4
2018/12/19,20,23,28,36,8
2018/12/20,10,16,6,32,7
2018/12/21,3,33,4,30,12
2018/12/22,10,18,6,14,38
2018/12/24,39,10,9,27,20
2018/12/25,39,8,3,34,4
2018/12/26,22,12,14,26,23
2018/12/27,29,34,11,32,30
2018/12/28,14,12,10,34,37
2018/12/29,10,34,38,1,29
2018/12/31,30,21,11,27,7
2019/1/1,33,38,12,36,30
2019/1/2,18,9,39,4,5
2019/1/3,21,28,24,19,5
2019/1/4,6,21,37,8,29
2019/1/5,9,23,10,36,14
2019/1/7,20,34,4,33,8
2019/1/8,26,37,13,11,6
2019/1/9,34,27,35,21,2
2019/1/10,30,27,1,6,26
2019/1/11,38,39,4,8,18
2019/1/12,5,37,17,22,15
2019/1/14,36,1,13,16,8
2019/1/15,30,38,6,13,22
2019/1/16,39,14,25,21,18
2019/1/17,21,8,12,20,27
2019/1/18,18,12,24,22,35
2019/1/19,19,11,12,37,36
2019/1/21,20,21,6,9,12
2019/1/22,16,22,31,28,14
2019/1/23,34,14,8,26,1
2019/1/24,9,5,14,23,35
2019/1/25,6,31,2,25,30
2019/1/26,30,2,1,9,20
2019/1/28,20,24,29,13,1
2019/1/29,29,34,4,33,26
2019/1/30,3,8,13,17,38
2019/1/31,25,26,39,9,2
2019/2/1,33,18,35,29,34
2019/2/2,24,37,25,34,26
2019/2/4,7,19,24,26,3
2019/2/5,15,7,26,11,9
2019/2/6,12,4,23,1,22
2019/2/7,32,6,27,37,4
2019/2/8,12,29,28,34,31
2019/2/9,34,1,3,33,6
2019/2/11,29,21,22,13,11
2019/2/12,21,30,33,29,35
2019/2/13,5,30,26,4,12
2019/2/14,14,15,26,32,38
2019/2/15,9,10,1,31,28
2019/2/16,38,16,14,17,28
2019/2/18,39,32,1,37,28
2019/2/19,25,12,37,30,16
2019/2/20,35,21,15,18,14
2019/2/21,10,4,14,26,35
2019/2/22,29,34,9,36,33
2019/2/23,14,26,19,35,4
2019/2/25,37,27,2,19,33
2019/2/26,38,35,22,14,12
2019/2/27,8,25,34,5,13
2019/2/28,7,2,33,10,21
2019/3/1,17,25,11,13,30
2019/3/2,26,3,11,6,19
2019/3/4,9,11,39,24,13
2019/3/5,32,35,5,17,25
2019/3/6,38,16,33,23,20
2019/3/7,7,18,20,35,33
2019/3/8,17,28,7,33,8
2019/3/9,21,33,20,37,16
2019/3/11,26,6,8,16,30
2019/3/12,24,25,5,13,32
2019/3/13,30,20,12,7,39
2019/3/14,17,38,5,3,9
2019/3/15,33,15,27,32,26
2019/3/16,34,15,13,11,31
2019/3/18,32,4,38,33,31
2019/3/19,2,6,18,34,39
2019/3/20,32,24,1,19,7
2019/3/21,21,29,28,31,22
2019/3/22,18,32,33,10,16
2019/3/23,26,18,11,32,21
2019/3/25,32,26,6,13,20
2019/3/26,29,30,4,34,32
2019/3/27,23,30,22,27,39
2019/3/28,15,6,18,3,17
2019/3/29,38,3,19,33,25
2019/3/30,33,15,23,32,35
2019/4/1,22,23,14,30,6
2019/4/2,12,30,17,8,24
2019/4/3,27,34,3,39,14
2019/4/4,31,24,13,5,14
2019/4/5,28,23,6,2,21
2019/4/6,21,4,37,24,10
2019/4/8,6,16,33,20,38
2019/4/9,22,28,3,35,18
2019/4/10,31,35,28,27,7
2019/4/11,21,26,35,15,13
2019/4/12,1,31,30,23,20
2019/4/13,38,18,16,14,27
2019/4/15,3,34,24,17,32
2019/4/16,27,37,26,8,14
2019/4/17,25,36,17,38,28
2019/4/18,7,14,20,27,30
2019/4/19,10,21,6,15,16
2019/4/20,18,21,34,33,24
2019/4/22,6,1,25,36,15
2019/4/23,39,22,30,34,17
2019/4/24,34,13,22,23,6
2019/4/25,32,6,34,12,17
2019/4/26,1,5,23,9,13
2019/4/27,13,17,15,24,25
2019/4/29,31,11,33,26,21
2019/4/30,25,6,28,8,31
2019/5/1,10,23,28,39,38
2019/5/2,3,4,13,33,36
2019/5/3,24,32,7,38,31
2019/5/4,24,3,20,12,1
2019/5/6,25,37,35,24,20
2019/5/7,5,34,25,21,23
2019/5/8,11,3,1,5,39
2019/5/9,23,19,27,17,36
2019/5/10,9,13,2,11,14
2019/5/11,11,33,25,2,9
2019/5/13,19,28,35,33,34
2019/5/14,35,14,5,7,38
2019/5/15,22,23,27,14,15
2019/5/16,8,13,15,17,39
2019/5/17,8,13,9,30,22
2019/5/18,7,17,11,29,1
2019/5/20,2,32,25,22,20
2019/5/21,34,36,23,1,29
2019/5/22,34,31,37,25,1
2019/5/23,32,15,26,16,30
2019/5/24,29,26,33,19,39
2019/5/25,23,36,8,38,28
2019/5/27,39,9,10,33,21
2019/5/28,17,29,21,22,7
2019/5/29,12,14,16,31,7
2019/5/30,28,37,16,12,33
2019/5/31,32,7,20,5,25
2019/6/1,17,28,18,14,19
2019/6/3,21,16,36,38,19
2019/6/4,5,27,2,35,19
2019/6/5,31,38,36,9,12
2019/6/6,14,7,34,8,19
2019/6/7,30,9,16,5,33
2019/6/8,22,13,6,1,18
2019/6/10,20,19,35,7,9
2019/6/11,5,7,36,9,31
2019/6/12,17,23,3,29,13
2019/6/13,33,35,27,21,19
2019/6/14,33,24,14,20,18
2019/6/15,9,23,20,17,3
2019/6/17,18,33,22,24,29
2019/6/18,20,6,8,32,5
2019/6/19,4,31,8,34,1
2019/6/20,27,12,1,35,36
2019/6/21,6,4,36,28,35
2019/6/22,14,27,25,15,21
2019/6/24,37,18,9,33,21
2019/6/25,28,21,4,13,11
2019/6/26,27,25,1,36,24
2019/6/27,6,2,21,27,33
2019/6/28,34,17,25,19,8
2019/6/29,35,2,20,22,24
2019/7/1,25,10,2,23,1
2019/7/2,12,9,2,11,16
2019/7/3,4,28,6,34,25
2019/7/4,32,20,39,11,38
2019/7/5,38,1,11,39,33
2019/7/6,9,32,28,19,29
2019/7/8,23,24,4,21,18
2019/7/9,24,8,5,39,17
2019/7/10,30,32,27,3,29
2019/7/11,25,28,15,39,26
2019/7/12,17,22,25,15,24
2019/7/13,30,18,19,22,14
2019/7/15,22,23,18,24,13
2019/7/16,9,39,19,5,26
2019/7/17,17,26,23,27,8
2019/7/18,18,22,33,16,38
2019/7/19,9,16,26,17,34
2019/7/20,1,7,14,16,28
2019/7/22,19,20,32,34,25
2019/7/23,10,23,4,25,12
2019/7/24,13,28,14,29,32
2019/7/25,36,17,24,14,37
2019/7/26,2,28,3,37,21
2019/7/27,34,7,24,38,9
2019/7/29,19,5,7,9,30
2019/7/30,9,25,19,10,16
2019/7/31,39,32,19,35,38
2019/8/1,2,17,3,1,10
2019/8/2,23,33,31,39,4
2019/8/3,34,19,23,36,21
2019/8/5,16,1,22,5,11
2019/8/6,11,28,4,15,5
2019/8/7,22,7,32,37,23
2019/8/8,35,32,36,26,12
2019/8/9,13,25,26,19,33
2019/8/10,30,33,17,38,14
2019/8/12,39,8,20,35,36
2019/8/13,24,18,10,22,16
2019/8/14,10,38,37,6,32
2019/8/15,38,12,23,1,39
2019/8/16,19,7,37,31,13
2019/8/17,5,16,11,28,12
2019/8/19,1,17,9,21,31
2019/8/20,1,32,20,38,11
2019/8/21,26,9,17,1,20
2019/8/22,3,12,34,38,29
2019/8/23,9,14,21,28,26
2019/8/24,21,19,15,39,3
2019/8/26,34,15,11,5,35
2019/8/27,13,19,8,17,1
2019/8/28,11,4,22,33,15
2019/8/29,35,11,2,31,16
2019/8/30,9,30,10,32,26
2019/8/31,26,35,10,36,3
2019/9/2,11,1,2,15,12
2019/9/3,24,2,32,3,25
2019/9/4,6,15,13,9,11
2019/9/5,26,28,24,39,17
2019/9/6,26,15,18,3,6
2019/9/7,34,1,2,29,35
2019/9/9,3,10,31,1,9
2019/9/10,12,31,23,15,36
2019/9/11,25,6,8,10,21
2019/9/12,12,23,30,27,37
2019/9/13,14,35,4,16,31
2019/9/14,37,24,35,2,4
2019/9/16,20,24,10,39,38
2019/9/17,37,8,25,10,15
2019/9/18,23,16,32,4,22
2019/9/19,28,7,25,32,35
2019/9/20,24,27,23,20,38
2019/9/21,29,12,39,7,21
2019/9/23,30,28,33,34,18
2019/9/24,37,18,11,15,24
2019/9/25,36,3,6,20,29
2019/9/26,2,18,22,12,38
2019/9/27,32,26,11,8,38
2019/9/28,23,14,27,38,2
2019/9/30,16,26,15,4,34
2019/10/1,5,39,25,28,37
2019/10/2,27,11,3,24,29
2019/10/3,24,36,31,7,28
2019/10/4,36,2,13,1,22
2019/10/5,15,12,8,11,13
2019/10/7,18,13,26,1,16
2019/10/8,2,29,12,1,32
2019/10/9,1,19,20,8,36
2019/10/10,29,26,17,35,31
2019/10/11,35,1,15,28,24
2019/10/12,11,15,6,26,39
2019/10/14,10,14,17,28,27
2019/10/15,23,19,26,6,25
2019/10/16,1,33,2,11,34
2019/10/17,31,18,37,21,5
2019/10/18,4,26,3,11,28
2019/10/19,9,25,37,11,12
2019/10/21,39,32,27,25,24
2019/10/22,24,38,5,25,22
2019/10/23,26,12,18,34,30
2019/10/24,25,29,3,16,13
2019/10/25,31,32,5,26,23
2019/10/26,15,20,25,35,3
2019/10/28,3,31,2,26,23
2019/10/29,3,36,1,28,23
2019/10/30,26,7,10,1,25
2019/10/31,30,32,23,37,2
2019/11/1,27,26,29,4,16
2019/11/2,32,9,10,25,12
2019/11/4,23,32,28,14,34
2019/11/5,14,30,22,34,2
2019/11/6,6,1,27,38,4
2019/11/7,32,10,17,11,22
2019/11/8,7,19,22,20,31
2019/11/9,19,1,33,18,21
2019/11/11,29,39,27,23,22
2019/11/12,28,19,18,8,2
2019/11/13,38,6,35,16,26
2019/11/14,12,3,31,14,6
2019/11/15,29,27,16,26,19
2019/11/16,23,24,3,11,29
2019/11/18,11,3,32,10,5
2019/11/19,18,5,36,33,38
2019/11/20,4,22,32,34,1
2019/11/21,15,3,39,1,26
2019/11/22,24,36,21,13,14
2019/11/23,11,8,4,22,12
2019/11/25,16,11,25,19,20
2019/11/26,14,37,28,10,35
2019/11/27,20,24,5,34,21
2019/11/28,13,39,21,14,7
2019/11/29,29,17,8,4,1
2019/11/30,34,29,13,17,1
2019/12/2,2,20,25,6,26
2019/12/3,11,16,22,23,4
2019/12/4,9,24,4,23,20
2019/12/5,29,27,34,23,3
2019/12/6,27,9,6,39,17
2019/12/7,34,16,35,27,11
2019/12/9,32,12,20,23,39
2019/12/10,37,38,11,29,9
2019/12/11,27,18,6,34,37
2019/12/12,5,1,26,28,20
2019/12/13,34,11,25,32,8
2019/12/14,9,26,23,39,20
2019/12/16,32,37,25,22,10
2019/12/17,3,28,22,33,39
2019/12/18,2,19,33,30,15
2019/12/19,37,1,28,10,36
2019/12/20,28,31,35,1,32
2019/12/21,19,31,32,1,23
2019/12/23,13,6,16,34,22
2019/12/24,36,38,23,22,28
2019/12/25,7,37,14,13,9
2019/12/26,21,2,14,27,38
2019/12/27,33,38,7,13,32
2019/12/28,30,22,39,6,36
2019/12/30,8,16,20,14,10
2019/12/31,1,26,32,14,25
2020/1/1,22,26,1,27,39
2020/1/2,1,6,11,23,27
2020/1/3,1,18,3,31,8
2020/1/4,23,30,25,29,32
2020/1/6,28,16,27,14,34
2020/1/7,28,10,11,38,37
2020/1/8,4,10,6,12,26
2020/1/9,36,13,20,4,30
2020/1/10,5,29,10,21,2
2020/1/11,16,3,34,14,25
2020/1/13,24,35,13,28,11
2020/1/14,27,36,39,10,37
2020/1/15,17,10,19,39,35
2020/1/16,10,5,4,3,33
2020/1/17,4,22,32,18,17
2020/1/18,37,28,22,6,14
2020/1/20,4,21,28,35,38
2020/1/21,17,27,32,29,10
2020/1/22,33,36,22,4,11
2020/1/23,1,39,17,33,23
2020/1/24,27,35,39,7,3
2020/1/25,26,20,5,13,12
2020/1/27,14,39,9,27,1
2020/1/28,33,1,39,2,18
2020/1/29,15,10,30,28,19
2020/1/30,8,24,10,34,16
2020/1/31,31,17,27,8,11
2020/2/1,4,7,13,20,24
2020/2/3,1,3,24,34,21
2020/2/4,38,37,12,29,35
2020/2/5,23,31,2,38,4
2020/2/6,1,3,23,39,7
2020/2/7,13,25,29,20,8
2020/2/8,12,33,23,26,27
2020/2/10,23,31,8,24,39
2020/2/11,5,28,27,12,19
2020/2/12,17,19,35,33,23
2020/2/13,38,17,35,1,28
2020/2/14,26,4,25,13,36
2020/2/15,8,29,33,18,5
2020/2/17,2,18,30,36,35
2020/2/18,5,1,6,9,31
2020/2/19,34,2,20,6,24
2020/2/20,20,27,36,10,5
2020/2/21,23,8,20,4,27
2020/2/22,36,19,18,37,13
2020/2/24,29,23,30,2,1
2020/2/25,11,10,22,5,9
2020/2/26,2,19,5,15,26
2020/2/27,19,28,17,35,36
2020/2/28,10,21,12,17,4
2020/2/29,17,27,39,7,20
2020/3/2,5,6,10,27,26
2020/3/3,29,7,3,16,15
2020/3/4,9,7,2,17,27
2020/3/5,20,23,31,28,10
2020/3/6,29,15,13,8,11
2020/3/7,12,9,10,20,17
2020/3/9,18,11,27,28,6
2020/3/10,33,26,34,16,27
2020/3/11,9,16,12,7,14
2020/3/12,1,37,20,18,24
2020/3/13,10,29,5,3,13
2020/3/14,20,17,2,30,6
2020/3/16,11,21,32,1,9
2020/3/17,37,7,16,22,29
2020/3/18,38,20,5,30,9
2020/3/19,30,32,34,3,11
2020/3/20,20,16,39,33,10
2020/3/21,7,22,3,16,31
2020/3/23,27,5,6,16,31
2020/3/24,26,12,25,30,9
2020/3/25,29,23,5,32,8
2020/3/26,19,27,30,28,3
2020/3/27,19,22,13,38,30
2020/3/28,27,4,29,7,18
2020/3/30,35,24,7,2,1
2020/3/31,37,24,6,9,27
2020/4/1,20,23,7,35,31
2020/4/2,27,29,11,10,28
2020/4/3,15,8,3,17,38
2020/4/4,32,27,13,4,21
2020/4/6,30,6,16,3,29
2020/4/7,13,2,28,12,23
2020/4/8,26,34,28,27,12
2020/4/9,27,24,19,6,1
2020/4/10,8,11,23,6,39
2020/4/11,15,18,21,36,14
2020/4/13,25,23,35,36,3
2020/4/14,33,37,29,8,38
2020/4/15,28,7,22,4,10
2020/4/16,9,36,28,17,33
2020/4/17,36,33,16,25,15
2020/4/18,32,20,30,26,31
2020/4/20,32,23,3,8,11
2020/4/21,17,32,20,38,1
2020/4/22,5,9,31,6,30
2020/4/23,33,26,15,3,18
2020/4/24,21,4,30,28,3
2020/4/25,32,7,2,11,14
2020/4/27,36,23,8,34,24
2020/4/28,1,23,21,7,9
2020/4/29,32,10,33,5,29
2020/4/30,3,18,17,23,31
2020/5/1,13,9,27,2,14
2020/5/2,27,23,36,26,17
2020/5/4,39,30,5,35,13
2020/5/5,26,29,14,24,16
2020/5/6,25,39,4,29,2
2020/5/7,16,9,34,14,25
2020/5/8,8,22,4,36,5
2020/5/9,25,13,7,33,9
2020/5/11,25,38,18,5,26
2020/5/12,36,8,32,13,21
2020/5/13,3,2,18,12,22
2020/5/14,16,11,2,17,8
2020/5/15,5,20,30,27,12
2020/5/16,30,7,4,24,9
2020/5/18,36,7,5,8,38
2020/5/19,2,25,5,1,21
2020/5/20,22,28,23,8,29
2020/5/21,27,35,25,2,39
2020/5/22,30,15,5,22,12
2020/5/23,26,35,38,20,17
2020/5/25,18,9,3,7,37
2020/5/26,20,14,21,6,26
2020/5/27,5,25,38,10,26
2020/5/28,26,17,5,8,34
2020/5/29,37,23,25,13,8
2020/5/30,27,16,8,17,21
2020/6/1,15,24,13,12,18
2020/6/2,24,26,14,10,17
2020/6/3,28,36,3,34,20
2020/6/4,22,18,33,14,27
2020/6/5,12,37,34,4,8
2020/6/6,29,39,31,35,19
2020/6/8,4,39,29,22,7
2020/6/9,19,32,25,36,3
2020/6/10,34,38,29,22,2
2020/6/11,6,5,30,14,19
2020/6/12,27,24,10,17,16
2020/6/13,38,11,30,23,9
2020/6/15,26,16,18,10,32
2020/6/16,30,21,24,10,20
2020/6/17,26,22,23,25,6
2020/6/18,17,39,26,12,38
2020/6/19,21,10,5,9,37
2020/6/20,36,19,8,4,24
2020/6/22,30,22,26,18,19
2020/6/23,38,33,23,24,22
2020/6/24,15,1,11,30,14
2020/6/25,33,24,27,19,29
2020/6/26,20,16,26,14,38
2020/6/27,38,30,18,34,24
2020/6/29,7,22,31,27,18
2020/6/30,17,13,31,1,11
2020/7/1,29,8,1,5,30
2020/7/2,2,9,6,1,35
2020/7/3,6,19,21,18,39
2020/7/4,34,30,2,10,26
2020/7/6,23,5,17,11,14
2020/7/7,29,5,19,8,4
2020/7/8,27,13,34,1,21
2020/7/9,35,11,2,9,14
2020/7/10,5,1,35,29,21
2020/7/11,37,35,9,33,6
2020/7/13,16,7,13,37,2
2020/7/14,32,7,36,24,39
2020/7/15,3,7,23,31,20
2020/7/16,5,23,37,7,10
2020/7/17,27,10,4,5,21
2020/7/18,11,19,31,1,34
2020/7/19,22,23,2,32,39
2020/7/21,38,13,2,32,19
2020/7/22,20,35,5,30,37
2020/7/23,17,33,10,37,1
2020/7/24,39,4,28,32,11
2020/7/25,28,30,8,23,24
2020/7/27,37,9,33,18,25
2020/7/28,5,28,25,13,22
2020/7/29,15,31,24,6,28
2020/7/30,5,16,38,37,30
2020/7/31,19,24,20,14,17
2020/8/1,16,10,8,21,36
2020/8/3,21,27,29,2,6
2020/8/4,33,4,25,13,11
2020/8/5,33,16,35,38,34
2020/8/6,9,17,37,7,26
2020/8/7,30,6,29,39,5
2020/8/8,25,15,18,4,26
2020/8/10,39,36,24,29,23
2020/8/11,23,4,1,37,19
2020/8/12,1,25,32,20,13
2020/8/13,15,31,18,17,33
2020/8/14,25,10,17,4,12
2020/8/15,18,21,31,17,13
2020/8/17,12,30,18,26,28
2020/8/18,4,15,37,29,33
2020/8/19,4,28,23,2,1
2020/8/20,8,20,21,30,14
2020/8/21,30,3,7,31,17
2020/8/22,21,6,26,34,27
2020/8/24,35,14,13,31,28
2020/8/25,37,33,36,11,23
2020/8/26,16,29,32,21,14
2020/8/27,34,39,17,29,24
2020/8/28,31,28,17,3,2
2020/8/29,10,16,27,28,1
2020/8/31,36,2,6,26,29
2020/9/1,17,23,16,32,15
2020/9/2,20,23,11,39,13
2020/9/3,7,20,12,33,4
2020/9/4,4,21,24,9,23
2020/9/5,38,32,26,31,1
2020/9/7,29,11,13,6,15
2020/9/8,6,1,15,12,7
2020/9/9,5,4,20,29,24
2020/9/10,27,35,16,30,38
2020/9/11,7,35,3,33,8
2020/9/12,39,2,15,27,19
2020/9/14,20,18,19,38,30
2020/9/15,25,1,4,11,31
2020/9/16,27,13,15,22,6
2020/9/17,24,14,39,5,33
2020/9/18,27,18,24,29,6
2020/9/19,18,37,39,10,19
2020/9/21,34,10,5,17,19
2020/9/22,20,24,39,23,17
2020/9/23,32,17,12,36,6
2020/9/24,27,5,24,10,15
2020/9/25,14,9,1,18,17
2020/9/26,34,24,29,22,27
2020/9/28,27,30,7,20,26
2020/9/29,20,36,22,30,6
2020/9/30,27,21,34,37,38
2020/10/1,21,1,6,35,36
2020/10/2,24,34,20,17,18
2020/10/3,30,15,20,37,7
2020/10/5,35,6,20,22,27
2020/10/6,20,32,6,37,25
2020/10/7,5,34,13,21,9
2020/10/8,38,3,11,8,19
2020/10/9,25,16,31,13,26
2020/10/10,8,23,4,24,34
2020/10/12,22,29,33,24,6
